Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;TATA COFFEE LTD;TATA COFFEE LTD;INDIA;INDIA;CO-05;CO;IN;14,13;61596
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;ISRAEL;ISRAEL;CO-68;CO;IL;88,90481085;456437,1831
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;TURKEY;TURKEY;CO-63;CO;TR;3,445671439;16635,95627
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;NORFRAM ENGELBRECHT;NORFRAM ENGELBRECHT;FRANCE;EUROPEAN UNION;CO-66;CO;FR;38,498;162990,21
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-19;CO;JP;4640,508701;25082205,32
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-41;CO;US;926,791;4220695,83
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;HACO ASIA PACIFIC SDN BHD;HACO ASIA PACIFIC SDN BHD;MALAYSIA;MALAYSIA;CO-66;CO;MY;38,468;186618,07
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;CIAL POZUELO EL SALVADOR S A DE C V;CIAL POZUELO EL SALVADOR S A DE C V;COSTA RICA;COSTA RICA;CO-05;CO;CR;1,065425;11142,72
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;SPAIN;EUROPEAN UNION;CO-52;CO;ES;200,6686218;959566,3157
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-17;CO;CA;5373,307;25768597,74
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;MOHAMAD YASSER RAMADAN DAMASCUS SYRIA;MOHAMAD YASSER RAMADAN DAMASCUS SYRIA;SYRIA;SYRIA;CO-66;CO;SY;19,282;82301,2
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;DESCAFEINADORES MEXICANOS S A DE CV;DESCAFEINADORES MEXICANOS S A DE CV;MEXICO;MEXICO;CO-66;CO;MX;38,374;184856,79
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-41;CO;US;736,163;3133912,45
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;VOLCAFE LTD JAPAN;VOLCAFE;JAPAN;JAPAN;CO-41;CO;JP;233,381875;1137221,981
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LMZ SOLUBLE COFFEE INC;LMZ SOLUBLE COFFEE INC;UNITED STATES;UNITED STATES;CO-05;CO;US;1956,205613;41169111,81
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;MITSUI FOODS INC;MITSUI FOODS INC;UNITED STATES;UNITED STATES;CO-41;CO;US;77,061;358895,07
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;AYDOGANLAR KAHVE BAHARAT;AYDOGANLAR KAHVE BAHARAT;TURKEY;TURKEY;CO-41;CO;TR;19,273;88653,83
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;SERENGETI TRADING CO;SERENGETI TRADING CO;UNITED STATES;UNITED STATES;CO-41;CO;US;134,146;652712,2
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;AMERICAN COFFEE;AMERICAN COFFEE;UNITED STATES;UNITED STATES;CO-20;CO;US;38,558;214554,48
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;TERESITA EXPORTADORES DE CAFE S A;TERESITA EXPORTADORES DE CAFE S A;STARBUCKS COFFEE;STARBUCKS COFFEE;UNITED STATES;UNITED STATES;CO-66;CO;US;77,001;319379,69
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;COGECO SPA;COGECO SPA;ITALY;EUROPEAN UNION;CO-17;CO;IT;19,258;92092
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;SUCAFINA SA;SUCAFINA SA;FINLAND;EUROPEAN UNION;CO-66;CO;FI;19,251;88403,34
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;LUCTA GRANCOLOMBIANA S A S;LUCTA GRANCOLOMBIANA S A S;LUCTA S A;LUCTA S A;SPAIN;EUROPEAN UNION;CO-73;CO;ES;0,25;1724
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;ATLANTIS PAK USA INC;ATLANTIS PAK USA INC;UNITED STATES;UNITED STATES;CO-17;CO;US;96,286;497099,65
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;29,811;151074,38
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-63;CO;US;2903,655995;15764320,07
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;HIGHLANDS INTL;HIGHLANDS INTL;URUGUAY;URUGUAY;CO-73;CO;UY;0,375;3324
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;COFFEE EXPORT Y CIA S EN C C I;COFFEE EXPORT Y CIA S EN C C I;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-68;CO;BE;38,503;132928,86
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;CENTRAL COFFEE LLC;CENTRAL COFFEE LLC;UNITED STATES;UNITED STATES;CO-41;CO;US;38,414;162811,73
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-66;CO;IT;112,2382142;608992,5796
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;AMERICAN COFFEE;AMERICAN COFFEE;UNITED STATES;UNITED STATES;CO-41;CO;US;154,012;595905,65
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;MITSUBISHI CORP TOKIO;MITSUBISHI CORP TOKIO;JAPAN;JAPAN;CO-63;CO;JP;48,953;220778,03
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;AMERICAN COFFEE;AMERICAN COFFEE;CANADA;CANADA;CO-41;CO;CA;192,536;806061,19
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-41;CO;US;847,111;3792926,44
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;N J DOUEK AND SONS INC;N J DOUEK AND SONS INC;CANADA;CANADA;CO-63;CO;CA;57,74;307416
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;SHARIKAT ANABTA;SHARIKAT ANABTA;ISRAEL;ISRAEL;CO-66;CO;IL;193,453;821626,39
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;VOLCAFE SWITZERLAND LTD;VOLCAFE;BELGIUM;EUROPEAN UNION;CO-73;CO;BE;230,57;1193842,96
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;COEX COFFEE INTERNATIONAL;COEX COFFEE INTERNATIONAL;UNITED STATES;UNITED STATES;CO-63;CO;US;38,422;141458,81
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;SUCAFINA SA;SUCAFINA SA;FRANCE;EUROPEAN UNION;CO-05;CO;FR;3,75;58050
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CIA NACIONAL DEL CAFE S A S;CIA NACIONAL DEL CAFE S A S;UNKNOWN;UNKNOWN;NORWAY;NORWAY;CO-73;CO;NO;18,67600189;106237,8323
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;UNI PRESIDENT ENTERPRISES;UNI PRESIDENT ENTERPRISES;TAIWAN;TAIWAN;CO-19;CO;TW;17,485;68258,94
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;FOOD LINKS INC;FOOD LINKS INC;CANADA;CANADA;CO-05;CO;CA;0,0375;872,4
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;CARTAGENA DE INDIAS;NESTLE BRASIL LTDA;NESTLE;NESTLE BRASIL LTDA;NESTLE;NETHERLANDS ANTILLES;NETHERLANDS ANTILLES;CO-76;CO;NT;51,2375;748959,22
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;IRELAND;EUROPEAN UNION;CO-68;CO;IE;22,28923044;104394,7527
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;VILLEGAS Y CIA S C S;VILLEGAS Y CIA S C S;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-66;CO;BE;19,22;80083,88
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;FERNANDO GARCIA S A;FERNANDO GARCIA S A;URUGUAY;URUGUAY;CO-05;CO;UY;33,557525;236008,84
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;NORWAY;NORWAY;CO-76;CO;NO;532,5002625;2439031,663
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-05;CO;CA;667,49332;3409652,512
