Year;Country of production;Coffee bean;Department;Municipality of export;Exporter;Exporter group;Importer;Importer group;Country of destination;Economic bloc;Department trase id;Country of production (Trase ID);Country of destination (Trase ID);Trade volume;Trade value
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;COFFEIN COMPAGNIE;COFFEIN COMPAGNIE;GERMANY;EUROPEAN UNION;CO-17;CO;DE;141,437;579339,25
2012;COLOMBIA;ROASTED;VALLE DEL CAUCA;BUENAVENTURA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;IND BOND BERNARDO ALVAREZ Y CIA LTD;IND BOND BERNARDO ALVAREZ Y CIA LTD;ZONA FRANCA PALMASECA - CALI;ZONA FRANCA PALMASECA - CALI;CO-76;CO;;0,007125;292,8
2012;COLOMBIA;ROASTED;TOLIMA;SANTAFE DE BOGOTA;DESCAFEINADORA COLOMBIANA S A S;DESCAFEINADORA COLOMBIANA S A S;GIVAUDAN DEUTSCHLAND GMBH;GIVAUDAN DEUTSCHLAND GMBH;GERMANY;EUROPEAN UNION;CO-73;CO;DE;0,125;3300
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;N V COFFEETEAM SA;N V COFFEETEAM SA;BELGIUM;EUROPEAN UNION;CO-41;CO;BE;19,898;84333,4
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LA FE FOODS;LA FE FOODS;DOMINICA ISLAND;DOMINICA ISLAND;CO-05;CO;DM;0,8925;12495
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;MARUBENI;MARUBENI;JAPAN;JAPAN;CO-41;CO;JP;468,574;1839230,57
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;MISUI & CO LTD;MITSUI;JAPAN;JAPAN;CO-41;CO;JP;400,436;1581000,9
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-63;CO;IT;351,4029551;1835158,82
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;OSAMA HAMWI;OSAMA HAMWI;SYRIA;SYRIA;CO-41;CO;SY;19,198;74065,89
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;UNKNOWN;UNKNOWN;CHINA (MAINLAND);CHINA (MAINLAND);CO-76;CO;CN;19,971;85529,5
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;EL CAFETAL CO LTD;EL CAFETAL CO LTD;SOUTH KOREA;SOUTH KOREA;CO-05;CO;KR;6,26875;147561,5
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LIN SEATEX TRADING CORP;LIN SEATEX TRADING CORP;TAIWAN;TAIWAN;CO-05;CO;TW;9;7596
2012;COLOMBIA;PROCESSED;NARINO;BUENAVENTURA;C I SOEXCOL S A S;C I SOEXCOL S A S;SOEXCOL IMPORT Y DISTRIBUTORS INC;SOEXCOL IMPORT Y DISTRIBUTORS INC;UNITED STATES;UNITED STATES;CO-52;CO;US;1,94875;17160
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ALLPRESS ESPRESSO AUSTRALIA PTY LTD;ALLPRESS ESPRESSO AUSTRALIA PTY LTD;AUSTRALIA;AUSTRALIA;CO-41;CO;AU;19,232;118546,04
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;GRUPO PLUS ASOC S A;GRUPO PLUS ASOC S A;DOMINICAN REPUBLIC;DOMINICAN REPUBLIC;CO-73;CO;DO;1,14375;10018
2012;COLOMBIA;ROASTED;SANTANDER;CARTAGENA DE INDIAS;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;ZONA FRANCA BOGOTA;ZONA FRANCA BOGOTA;CO-68;CO;;0,768075;16404,48
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;CIA CAFETERA LA MESETA S A;CIA CAFETERA LA MESETA S A;COFFEE CO;COFFEE CO;UNITED STATES;UNITED STATES;CO-41;CO;US;38,446;221515,17
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;CAFE COLSUAVES S A S;CAFE COLSUAVES S A S;UNKNOWN;UNKNOWN;JAPAN;JAPAN;CO-19;CO;JP;87,512;463175
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;GERMANY;EUROPEAN UNION;CO-05;CO;DE;317,679053;1860857,962
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;HACO ASIA PACIFIC SDN BHD;HACO ASIA PACIFIC SDN BHD;MALAYSIA;MALAYSIA;CO-41;CO;MY;38,47;146244,8
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;ITALY;EUROPEAN UNION;CO-68;CO;IT;85,16909074;397495,8358
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;C I KYOTO S A S;C I KYOTO S A S;ICONA CAFE;ICONA CAFE;SPAIN;EUROPEAN UNION;CO-52;CO;ES;19,254;95718,79
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CI VIRMAX COLOMBIA S A S;CI VIRMAX COLOMBIA S A S;CARAVELA COFFEE AUSTRALIA PACIFIC PTY LTD;CARAVELA COFFEE AUSTRALIA PACIFIC PTY LTD;UNITED STATES;UNITED STATES;CO-73;CO;US;17,479;129389
2012;COLOMBIA;PROCESSED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;SATEX AGENCIES N V ARUBA;SATEX AGENCIES N V ARUBA;ARUBA;ARUBA;CO-05;CO;AW;6,43125;32764,73
2012;COLOMBIA;GREEN;NORTE DE SANTANDER;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;NEW ZEALAND;NEW ZEALAND;CO-54;CO;NZ;32,63673911;189806,6238
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;ROTHFOS CORP;ROTHFOS CORP;CANADA;CANADA;CO-66;CO;CA;77,047;312401,42
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;UNKNOWN;UNKNOWN;MACAO;MACAO;CO-41;CO;MO;19,246;87574,97
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;PROMOT DE INVERSIONES VARGAS RUBIO S A;PROMOT DE INVERSIONES VARGAS RUBIO S A;PW BELLINGAL INC;PW BELLINGAL INC;SWEDEN;EUROPEAN UNION;CO-19;CO;SE;105;468435
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;INTL COFFEE;INTL COFFEE;SAUDI ARABIA;SAUDI ARABIA;CO-66;CO;SA;38,454;160902,52
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS CORP;BERNHARD ROTHFOS CORP;SWEDEN;EUROPEAN UNION;CO-05;CO;SE;53,9525155;254402,5737
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;ATLANTIC;ATLANTIC;CANADA;CANADA;CO-66;CO;CA;38,487;157818,1
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-68;CO;US;1256,460583;6340772,724
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;CHINA (HONG KONG);CHINA (HONG KONG);CO-19;CO;HK;25,10850922;113528,7228
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;EXPO COSURCA S A C I;EXPO COSURCA S A C I;DR WAKEFIELD AND CO LTD;DR WAKEFIELD AND CO LTD;AUSTRALIA;AUSTRALIA;CO-19;CO;AU;19,243;99861,48
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;OUTSPAN COLOMBIA S A S C I;OUTSPAN COLOMBIA S A S C I;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-05;CO;DE;253,5609603;1186501,977
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;MOTHER PARKERS TEA Y COFFEE;MOTHER PARKERS TEA Y COFFEE;CANADA;CANADA;CO-52;CO;CA;121,842;714433,51
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;JEM IMPORT AND MARKETING LTD;JEM IMPORT AND MARKETING LTD;ISRAEL;ISRAEL;CO-66;CO;IL;19,23;87290,19
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;CARCAFE LTD;CARCAFE LTD;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-52;CO;AU;40,25295342;193585,4134
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;HARU INTL CORP;HARU INTL CORP;CHINA (MAINLAND);CHINA (MAINLAND);CO-52;CO;CN;19,108;134801,48
2012;COLOMBIA;GREEN;CALDAS;CARTAGENA DE INDIAS;INVERCAFE LTDA 810003164;INVERCAFE LTDA 810003164;AMIR MANSOUR;AMIR MANSOUR;ISRAEL;ISRAEL;CO-17;CO;IL;7,002;29085
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;DAE SANG;DAE SANG;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;138,334;580727,84
2012;COLOMBIA;GREEN;HUILA;CARTAGENA DE INDIAS;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;PROREX TRADING 30 CC;PROREX TRADING 30 CC;SOUTH AFRICA;SOUTH AFRICA;CO-41;CO;ZA;19,219;71181,69
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;ORBEN REPRESENTS S A;ORBEN REPRESENTS S A;URUGUAY;URUGUAY;CO-68;CO;UY;2,3837875;32238,72
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-76;CO;CA;634,697;2808609,65
2012;COLOMBIA;ROASTED;SANTANDER;SANTAFE DE BOGOTA;AGROINNOVA COLOMBIA TRADING S A S;AGROINNOVA COLOMBIA TRADING S A S;JIVA CUBES INC;JIVA CUBES INC;UNITED STATES;UNITED STATES;CO-68;CO;US;0,39375;2349,5
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;MAISON P JOBIN AND CIE SAS;MAISON P JOBIN AND CIE SAS;FRANCE;EUROPEAN UNION;CO-20;CO;FR;54,95670228;242625,5236
2012;COLOMBIA;GREEN;TOLIMA;BUENAVENTURA;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;NETHERLANDS;EUROPEAN UNION;CO-73;CO;NL;368,046;2090038,32
2012;COLOMBIA;PROCESSED;QUINDIO;SANTAFE DE BOGOTA;CAFE QUINDIO S A S;CAFE QUINDIO S A S;LA BOUTIQUE DEL CAFE SRL;LA BOUTIQUE DEL CAFE SRL;BOLIVIA;BOLIVIA;CO-63;CO;BO;0,1062;1836
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;RESTCAFE S A S;RESTCAFE S A S;GABRIFER S A;GABRIFER S A;URUGUAY;URUGUAY;CO-73;CO;UY;0,375;3327
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;TELMO J DIAZ Y CIA S A;TELMO J DIAZ Y CIA S A;UNKNOWN;UNKNOWN;AUSTRALIA;AUSTRALIA;CO-76;CO;AU;3,36;29303,9
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;CONWAY THE CONVENIENCE CO S A;CONWAY THE CONVENIENCE CO S A;SPAIN;EUROPEAN UNION;CO-68;CO;ES;10,1385;117631,08
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;MITSUBISHI CORPORATION DO BRASIL;MITSUBISHI;JAPAN;JAPAN;CO-66;CO;JP;416,664;1807985,76
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-66;CO;US;482,522;2112391,43
2012;COLOMBIA;GREEN;RISARALDA;BUENAVENTURA;ALEXCAFE S A S;ALEXCAFE S A S;ARMENIA COFFEE CORP;ARMENIA COFFEE CORP;UNITED STATES;UNITED STATES;CO-66;CO;US;76,941;267161,12
2012;COLOMBIA;ROASTED;SANTANDER;SANTAFE DE BOGOTA;CI FZ MACRONEGOCIOS S A S;CI FZ MACRONEGOCIOS S A S;PHASE ONE MANAGEMENT INC;PHASE ONE MANAGEMENT INC;UNITED STATES;UNITED STATES;CO-68;CO;US;0,27125;3369,96
2012;COLOMBIA;GREEN;SANTANDER;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-68;CO;US;35,72918329;198099,7687
2012;COLOMBIA;PROCESSED;ANTIOQUIA;MEDELLIN;PROMOTORA CHILENA DE CAFE COLOMBIA SA;PROMOTORA CHILENA DE CAFE COLOMBIA SA;SAPIA CI S A S;SAPIA CI S A S;ZFP CENTRO LOGISTICO DEL PACIFICO CELPA;ZFP CENTRO LOGISTICO DEL PACIFICO CELPA;CO-05;CO;;1,589;26747,46
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ARMAJARO AGRI-COMMODITIES DO BRASIL;ARMAJARO AGRI-COMMODITIES DO BRASIL;TRANSPORTE JOULIE SFT FAVAT;TRANSPORTE JOULIE SFT FAVAT;FRANCE;EUROPEAN UNION;CO-66;CO;FR;167,869;711349,29
2012;COLOMBIA;PROCESSED;TOLIMA;SANTAFE DE BOGOTA;COLOMBIAN MOUNTAIN COFFEE C I S A S;COLOMBIAN MOUNTAIN COFFEE C I S A S;LINEAS AEREAS COSTARRICENSES S A;LINEAS AEREAS COSTARRICENSES S A;COSTA RICA;COSTA RICA;CO-73;CO;CR;6,67375;74355,84
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;ALEXCAFE S A S;ALEXCAFE S A S;MERCON COFFEE CORP;MERCON COFFEE CORP;UNITED STATES;UNITED STATES;CO-66;CO;US;19,226;86591,15
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;ROTHFOS CORP;ROTHFOS CORP;CANADA;CANADA;CO-20;CO;CA;338,6367242;1664454,871
2012;COLOMBIA;GREEN;QUINDIO;CARTAGENA DE INDIAS;EXPORTADORA DE CAFE CONDOR S A S;EXPORTADORA DE CAFE CONDOR S A S;PRINCES MC FOODS EUROPE;PRINCES MC FOODS EUROPE;ROMANIA;EUROPEAN UNION;CO-63;CO;RO;405,177;1875046,63
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;TAIWAN;TAIWAN;CO-76;CO;TW;121,390285;618447,5432
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;UNKNOWN;UNKNOWN;BELGIUM;EUROPEAN UNION;CO-73;CO;BE;4092,46;17786634,42
2012;COLOMBIA;GREEN;RISARALDA;CARTAGENA DE INDIAS;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;LUIGI LAVAZZA SPA;LUIGI LAVAZZA SPA;ITALY;EUROPEAN UNION;CO-66;CO;IT;99,606;499146,17
2012;COLOMBIA;GREEN;SANTANDER;SANTA MARTA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;UNITED KINGDOM;EUROPEAN UNION;CO-68;CO;GB;14,75993193;63864,28801
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;NOBLE COL S A S  COLOMBIAN COMMODITY GROUP C I S A S;NOBLE;SERENGETI TRADING CO;SERENGETI TRADING CO;UNITED STATES;UNITED STATES;CO-20;CO;US;77,099;499290,8
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;ICONA CAFE;ICONA CAFE;SPAIN;EUROPEAN UNION;CO-47;CO;ES;159,318;734753
2012;COLOMBIA;GREEN;TOLIMA;BUENAVENTURA;LOUIS DREYFUS COMMODITIES COLOMBIA S A S;LOUIS DREYFUS;UNKNOWN;UNKNOWN;FRANCE;EUROPEAN UNION;CO-73;CO;FR;179,631;642583,15
2012;COLOMBIA;GREEN;NARINO;BUENAVENTURA;EMPRESAS DE NARINO S A S;EMPRESAS DE NARINO S A S;TCHIBO GMBH;TCHIBO GMBH;GERMANY;EUROPEAN UNION;CO-52;CO;DE;129,43;594476,8
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;NAF TRADING AS;NAF TRADING AS;NORWAY;NORWAY;CO-41;CO;NO;41,875;165711,34
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;ROTFHOS CORPORATION;ROTFHOS CORPORATION;UNITED STATES;UNITED STATES;CO-05;CO;US;16,48322989;73677,20166
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;S L N SATHAPPAN COFFE LTD;S L N SATHAPPAN COFFE LTD;INDIA;INDIA;CO-05;CO;IN;0,135;10584
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V;CAFE DE ESPECIALIDAD DE CHIAPAS SAPI DE C V;MEXICO;MEXICO;CO-05;CO;MX;5,31;123210
2012;COLOMBIA;ROASTED;ANTIOQUIA;MEDELLIN;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;LMZ SOLUBLE COFFEE INC;LMZ SOLUBLE COFFEE INC;MALAYSIA;MALAYSIA;CO-05;CO;MY;21,675;702844,01
2012;COLOMBIA;GREEN;ANTIOQUIA;MEDELLIN;COOP AGRICOLA CAFETERA COAGROCAFE;COOP AGRICOLA CAFETERA COAGROCAFE;GH INTL LTD;GH INTL LTD;SOUTH KOREA;SOUTH KOREA;CO-05;CO;KR;0,35;1368,64
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;COMPANIA COLOMBIANA AGROINDUSTRIAL S A;LOTTE FOOD CO LTD;LOTTE FOOD CO LTD;SOUTH KOREA;SOUTH KOREA;CO-41;CO;KR;54,124;215674,09
2012;COLOMBIA;GREEN;SANTANDER;CARTAGENA DE INDIAS;ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA;ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA;EL PUENTE GMBH;EL PUENTE GMBH;GERMANY;EUROPEAN UNION;CO-68;CO;DE;38,263;272094,4
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;UNKNOWN;UNKNOWN;ROMANIA;EUROPEAN UNION;CO-05;CO;RO;8,237973615;38865,58144
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;I AND M SMITH PTY LTD;I AND M SMITH PTY LTD;SOUTH AFRICA;SOUTH AFRICA;CO-20;CO;ZA;32,98065202;132602,1874
2012;COLOMBIA;ROASTED;ANTIOQUIA;CARTAGENA DE INDIAS;INDUSTRIA COLOMBIANA DE CAFE S A S;INDUSTRIA COLOMBIANA DE CAFE S A S;ROTHFOS CORP;ROTHFOS CORP;UNITED STATES;UNITED STATES;CO-05;CO;US;69,5625;746445
2012;COLOMBIA;PROCESSED;SANTANDER;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SUPRACAFE S A;SUPRACAFE S A;SPAIN;EUROPEAN UNION;CO-68;CO;ES;5,031118517;23603,13371
2012;COLOMBIA;GREEN;ANTIOQUIA;CARTAGENA DE INDIAS;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;ICONA CAFE;ICONA CAFE;SPAIN;EUROPEAN UNION;CO-05;CO;ES;76,782;330921,12
2012;COLOMBIA;GREEN;TOLIMA;CARTAGENA DE INDIAS;CARCAFE LTD;CARCAFE LTD;TCHIBO GMBH;TCHIBO GMBH;GERMANY;EUROPEAN UNION;CO-73;CO;DE;498,94;2127279,43
2012;COLOMBIA;GREEN;NARINO;CARTAGENA DE INDIAS;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D;UNKNOWN;UNKNOWN;GERMANY;EUROPEAN UNION;CO-52;CO;DE;323,0269685;1678183,552
2012;COLOMBIA;ROASTED;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;THAILAND;THAILAND;CO-19;CO;TH;2,268261994;29033,75352
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;ITOCHU & CO;ITOCHU;JAPAN;JAPAN;CO-41;CO;JP;72,4227;268232,63
2012;COLOMBIA;GREEN;CESAR;CARTAGENA DE INDIAS;SKN CARIBECAFE LTD;SKN CARIBECAFE LTD;BERNHARD ROTHFOS INTERCAFE;BERNHARD ROTHFOS INTERCAFE;GERMANY;EUROPEAN UNION;CO-20;CO;DE;10,99774247;52176,43411
2012;COLOMBIA;GREEN;HUILA;BUENAVENTURA;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;RAFAEL ESPINOSA HERMANOS  CIA S C A SUCESORES PUD;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-41;CO;US;38,439;147237,84
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-76;CO;CA;2970,189763;14223419,62
2012;COLOMBIA;GREEN;VALLE DEL CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;CHILE;CHILE;CO-76;CO;CL;68,83733829;411482,8495
2012;COLOMBIA;GREEN;CAUCA;BUENAVENTURA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;FEDERACION NACIONAL DE CAFETEROS DE COLOMBIA;UNKNOWN;UNKNOWN;CANADA;CANADA;CO-19;CO;CA;1103,235237;5283089,289
2012;COLOMBIA;GREEN;MAGDALENA;CARTAGENA DE INDIAS;SELECTO EXPORTADORES S A C I;SELECTO EXPORTADORES S A C I;UNKNOWN;UNKNOWN;UNITED STATES;UNITED STATES;CO-47;CO;US;19,185;101509
2012;COLOMBIA;GREEN;QUINDIO;BUENAVENTURA;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;S LAUMAYER Y CIA EXPORTADORES DE CAFE S A;VOLCAFE USA;VOLCAFE;AUSTRALIA;AUSTRALIA;CO-63;CO;AU;153,742;800949,98
